160622,ABE,CHI,1
78723,ABE,MDW,2
63613,ABE,ORD,133
5124,ABQ,BOS,124
166829,ABQ,BUR,75
41262,ABQ,BWI,68
20759,ABQ,CHI,3
60641,ABQ,DAL,701
167453,ABQ,DCA,215
143109,ABQ,DFW,335
82220,ABQ,EFD,3
76051,ABQ,EWR,108
156176,ABQ,HOU,208
143789,ABQ,HPN,4
2914,ABQ,IAD,110
138218,ABQ,IAH,163
149723,ABQ,ISP,7
