ALB,YUL,21975
ALB,YYZ,136220
ALB,FRA,1094
ALB,BDA,43
ALB,CUN,261
ALB,YOW,26276
ALB,NAS,202
ALB,CDG,1291
ALB,YHZ,1018
ALB,YQB,697
ALB,SDQ,139
ALB,MUC,413
ALB,HKG,508
ALB,YXU,7
ALB,YYB,9
ALB,MEX,306
ALB,LGW,1051
ALB,HAM,398
ALB,YYT,290
ALB,TXL,909
ALB,AMS,1291
ALB,MAD,570
ALB,SNN,467
ALB,OSL,605
ALB,YVR,195
ALB,YFC,25
ALB,YYC,222
ALB,PEK,771
ALB,BRU,332
ALB,CPH,171
ALB,DUB,670
ALB,FCO,838
ALB,LHR,798
ALB,ARN,489
ALB,BCN,291
ALB,BRS,175
ALB,ATH,367
ALB,PVG,137
ALB,YHM,8
ALB,MAN,129
ALB,EDI,318
ALB,YTZ,68
ALB,STR,120
ALB,YEG,30
ALB,BFS,163
ALB,KEF,147
ALB,OPO,136
ALB,VCE,184
AMS,ANC,148240
AMS,ATL,10459907
AMS,BOS,5885687
AMS,IAH,7505486
AMS,JFK,17689049
AMS,LAX,6959818
AMS,MCO,1544720
AMS,ORD,7200726
AMS,BDL,108143
AMS,BGR,24109
AMS,BWI,200169
AMS,SWF,2631
AMS,TYS,2678
AMS,BHM,760
AMS,CHS,970
AMS,DTW,16431700
AMS,IAG,1957
AMS,CAE,189
AMS,MSP,11493923
AMS,CVG,279887
AMS,MSO,2078
AMS,DFW,667997
AMS,EWR,6353357
AMS,IAD,7399046
AMS,MIA,2400052
AMS,ISP,305
AMS,PHL,2020417
AMS,SLC,613371
AMS,SFO,5274067
AMS,PSM,536
AMS,MEM,2576537
AMS,SYR,3738
AMS,PIT,1984
AMS,DLH,2119
AMS,FAR,1150
AMS,SJU,109744
AMS,DEN,11988
AMS,TPA,40325
AMS,OAK,84359
AMS,SEA,4263921
AMS,RIC,957
AMS,PBI,1083
AMS,MKE,2660
AMS,MWH,722
AMS,FLL,1775
AMS,CLE,1917
AMS,CLT,2923
AMS,GRR,1583
AMS,RST,1189
AMS,MSY,1909
AMS,BNA,1040
AMS,SAT,1297
AMS,STL,650
AMS,GEG,275
AMS,JAX,1780
AMS,MDT,723
AMS,PDX,1508018
AMS,CMH,354
AMS,AUS,2217
AMS,LIT,235
AMS,SFB,267392
AMS,FSD,288
AMS,HOU,320
AMS,EFD,91
AMS,RFD,616
AMS,LAS,28275
AMS,SMF,407
AMS,PVD,332
AMS,TOL,280
AMS,RNO,208
AMS,HSV,156
AMS,MHT,274
AMS,IND,167
AMS,TUL,140
AMS,BUF,118
AMS,GSP,498
AMS,MSN,238
AMS,SAV,270
ANC,ARN,15644
ANC,BRU,36108
ANC,CDG,158132
ANC,CPH,106354
ANC,DUS,57122
ANC,FRA,389534
ANC,LHR,361457
ANC,NRT,1014949
ANC,OSA,117474
ANC,SEL,1769912
ANC,TPE,2696574
ANC,YVR,605494
ANC,ZRH,75038
ANC,HKG,1270770
ANC,SVG,370
ANC,YQQ,55
ANC,YWG,2359
ANC,HEL,66
ANC,ORY,504
ANC,LGW,484
ANC,GDX,73428
ANC,KHV,82326
ANC,YEG,10166
ANC,DYR,3445
ANC,NGO,11604
ANC,FUK,1183
ANC,BOD,162
ANC,MAN,722
ANC,SVO,42918
ANC,SHA,143592
ANC,YXY,48629
ANC,KIX,26151
ANC,PEK,36726
ANC,PKC,37677
ANC,VVO,18537
ANC,FRF,5183
ANC,MUC,6533
ANC,YQR,305
ANC,CGN,13785
ANC,YYZ,1365428
ANC,UUS,4590
ANC,MNL,2898
ANC,YYC,9330
ANC,NKM,1293
ANC,PVG,9378
ANC,ICN,645771
ANC,YXJ,160
ANC,YQU,55
ANC,YYJ,96
ANC,YZF,173
ANC,MFM,255
ANC,YOW,837
ANC,HAM,462
ANC,YUB,3
ANC,HND,1742
ANC,KEF,67602
ANC,YQB,34
ANC,BGO,243
ANC,YHZ,222
ANC,XIY,176
ANC,MEX,331
ANC,YUL,238
ANC,YBL,43
ATL,BDA,3068079
ATL,BRU,3177013
ATL,FRA,9958973
ATL,KIN,627668
ATL,LGW,8680852
ATL,MBJ,7226470
ATL,MEX,8108993
ATL,MUC,3909903
ATL,NAS,6905154
ATL,ORY,882787
ATL,SNN,1226032
ATL,YUL,4158021
ATL,YYZ,9609051
ATL,ZRH,3903145
ATL,YMX,381
ATL,LHR,5138389
ATL,MEN,67
ATL,YOW,339050
ATL,CUN,9337980
ATL,CDG,12095947
ATL,DUB,2210446
ATL,HAM,701273
ATL,GCM,1910850
ATL,STR,2573465
ATL,AUA,2598984
ATL,TLV,787258
ATL,CGN,1928
ATL,YQX,10959
ATL,YYR,4070
ATL,BON,325556
ATL,CYB,78
ATL,MAN,3823814
ATL,CPH,525760
ATL,DUS,1430784
ATL,MAD,3189310
ATL,BCN,1584794
ATL,TXL,1701
ATL,KEF,2794
ATL,BSL,223
ATL,NRT,4158801
ATL,GVA,429
ATL,YYT,12935
ATL,NCE,47594
ATL,YJT,1238
ATL,CCS,1371189
ATL,HND,2376
ATL,BFS,50
ATL,LIS,39658
ATL,STN,968
ATL,GIG,2025378
ATL,GRU,3752331
ATL,MTY,1773473
ATL,REX,111
ATL,SJO,3937628
ATL,CUR,62141
ATL,GLA,583
ATL,PAP,429992
ATL,CWL,923
ATL,FCO,3400912
ATL,MAO,46914
ATL,PIK,395
ATL,SVO,542500
ATL,NCL,638
ATL,YVR,584096
ATL,BEL,168
ATL,VIE,517668
ATL,BSB,523160
ATL,HEL,1062
ATL,JNB,1996008
ATL,FBU,369
ATL,CTS,2377
ATL,SFJ,161
ATL,GDL,1864267
ATL,YHZ,15498
ATL,LIM,2921392
ATL,GUA,2583562
ATL,PTY,1837984
ATL,SAL,1714886
ATL,TER,1414
ATL,SDQ,1221298
ATL,CIX,617
ATL,IST,348611
ATL,LIR,1815160
ATL,OKO,445
ATL,EZE,2206060
ATL,BOD,369
ATL,CZM,739685
ATL,SID,784557
ATL,CPT,178245
ATL,VCP,1632
ATL,PVR,779397
ATL,BJX,337188
ATL,MID,64134
ATL,SCL,2072773
ATL,SJD,1087525
ATL,BOG,1808590
ATL,FPO,831485
ATL,PLS,950115
ATL,MDZ,2054
ATL,CAI,219
ATL,VCE,472221
ATL,YYB,56
ATL,MXP,1388948
ATL,POA,68
ATL,ICN,3878580
ATL,YHM,120
ATL,YWG,6
ATL,SXM,802485
ATL,YQB,239
ATL,COR,161
ATL,CNF,1522
ATL,SKB,104991
ATL,YYC,51803
ATL,VER,138
ATL,LIL,1006
ATL,YXU,332
ATL,PIO,217
ATL,POP,141990
ATL,UVF,1154754
ATL,BZE,935823
ATL,RTM,130
ATL,MGA,868004
ATL,STI,50916
ATL,PUJ,3363552
ATL,BGI,180103
ATL,GYE,187516
ATL,HHN,112
ATL,POS,97656
ATL,RTB,212885
ATL,SAP,980477
ATL,ZIH,4794
ATL,EDI,129523
ATL,UIO,1126795
ATL,LCA,176
ATL,MVD,1863
ATL,DKR,366569
ATL,FDF,6541
ATL,PTP,21029
ATL,BOM,120769
ATL,DXB,1400071
ATL,PRG,216039
ATL,ELH,59461
ATL,GGT,224824
ATL,LOS,1246198
ATL,TAB,11237
ATL,YAM,50
ATL,QRO,87951
ATL,KBP,257
ATL,DME,189
ATL,LYS,521
ATL,PVG,337591
ATL,KWI,29925
ATL,FOR,31393
ATL,REC,13627
ATL,TGU,620138
ATL,GEO,831
ATL,CUU,70
ATL,NUE,154
ATL,BUD,165
ATL,MEC,443
ATL,NGO,1229
ATL,GND,37075
ATL,SCQ,229
ATL,GYN,322
ATL,MST,284
ATL,YEG,560
ATL,CTG,129236
ATL,MDE,57034
ATL,MHH,92574
ATL,ISL,330045
ATL,DOH,546491
ATL,HAV,163838
ATL,TAM,140
ATL,BAQ,112
ATL,ZCL,119
ATL,MZT,53
ATL,KIX,298
ATL,LRM,142
BDL,FRA,4541
BDL,NAS,5874
BDL,VIE,335
BDL,YYZ,664641
BDL,ZRH,1835
BDL,CDG,10250
BDL,BRU,2047
BDL,CPH,578
BDL,FCO,3172
BDL,LHR,11146
BDL,YHZ,5879
BDL,HEL,506
BDL,KIN,758
BDL,SXM,360
BDL,YUL,352555
BDL,BUD,441
BDL,MAD,2019
BDL,MAN,1806
BDL,SVO,1213
BDL,GLA,923
BDL,SNN,726
BDL,YOW,290
BDL,FPO,123793
BDL,LGW,1070
BDL,ORY,846
BDL,CCS,145
BDL,MUC,1973
BDL,GRU,194
BDL,LIS,1146
BDL,NCE,815
BDL,YQX,532
BDL,BGI,263
BDL,SDQ,1560
BDL,NRT,1575
BDL,TXL,949
BDL,PAP,712
BDL,POP,480
BDL,TLV,1470
BDL,PTY,250
BDL,MXP,893
BDL,IST,367
BDL,GIG,82
BDL,CAI,616
BDL,MEX,482
BDL,GCM,96
BDL,HKG,58
BDL,DUS,157
BDL,BHX,130
BDL,MBJ,388
BDL,YQB,520
BDL,DUB,218476
BDL,YHM,65
BDL,PUJ,14521
BDL,YFC,28
BDL,CUN,100852
BDL,HAM,291
BDL,YXU,29
BDL,YVR,83
BDL,YGK,35
BDL,BOM,258
BDL,YYT,115
BDL,LIM,184
BDL,EDI,22338
BDL,OTP,214
BDL,VCE,865
BDL,GEO,353
BDL,VLC,150
BDL,STI,631
BDL,GYE,147
BDL,PRG,467
BDL,EZE,570
BDL,BOG,114
BDL,PLS,127
BDL,PSA,161
BDL,GND,288
BDL,HAV,334
BDL,BGO,107
BDL,ORK,186
BDL,PTP,118
BDL,POS,173
BDL,KEF,121
ARN,BGR,8145
ARN,EWR,4986124
ARN,JFK,1680549
ARN,MIA,68954
ARN,ORD,3809208
ARN,BDL,813
ARN,BOS,3549
ARN,SWF,2753
ARN,CHS,452
ARN,FLL,302689
ARN,LAX,748059
ARN,DFW,477
ARN,DTW,679
ARN,MKE,855
ARN,ATL,95948
ARN,SEA,1926
ARN,BWI,170
ARN,CVG,148
ARN,PHL,150263
ARN,SYR,200
ARN,TYS,133
ARN,LEX,6
ARN,PBI,8
ARN,CLE,168
ARN,MHT,155
ARN,IAD,467
ARN,RFD,117
ARN,OAK,328951
ARN,SJU,17929
ARN,LAS,47895
ARN,SFO,182
ARN,AUS,908
ARN,MCO,17582
BGR,BRU,14539
BGR,CDG,48868
BGR,LHR,30577
BGR,MUC,4042
BGR,TLV,59301
BGR,YMX,86
BGR,ZRH,4304
BGR,CPH,4724
BGR,FCO,9135
BGR,HAM,4178
BGR,WAW,575
BGR,NCE,1257
BGR,FRA,16050
BGR,LGW,16673
BGR,JED,4612
BGR,VIE,1305
BGR,LIS,3022
BGR,YUL,2361
BGR,HEL,19153
BGR,MXP,4264
BGR,TXL,6569
BGR,MAD,15085
BGR,MAN,18649
BGR,BUD,1009
BGR,SVO,2764
BGR,GVA,695
BGR,GLA,7991
BGR,YYZ,1376
BGR,FBU,1209
BGR,ORY,3116
BGR,RUH,2432
BGR,SNN,2431
BGR,CGN,1524
BGR,YHZ,4160
BGR,KEF,2343
BGR,CAI,1934
BGR,DUB,5645
BGR,NRT,281
BGR,YQM,346
BGR,MBJ,2067
BGR,POP,1033
BGR,STR,17000
BGR,TKU,155
BGR,YOW,73
BGR,IST,1313
BGR,YYT,816
BGR,DUS,186
BGR,LYS,73
BGR,MEX,832
BGR,BHX,572
BGR,YSJ,1753
BGR,YFC,2
BGR,OSL,881
BGR,BRS,170
BGR,BOM,1948
BGR,YQB,724
BGR,YYG,80
BGR,EDI,1348
BGR,KBP,413
BGR,CUN,105
BGR,DXB,436
BGR,YQX,159
BGR,VCE,375
BGR,DEL,223
BGR,PUJ,146
BGR,SXM,138
BGR,STN,181
BGR,PRG,212
BHM,NAS,1012
BHM,FRA,1061
BHM,MEX,2162
BHM,MAD,398
BHM,FPO,26708
BHM,MUC,635
BHM,MAN,453
BHM,YVR,422
BHM,YYZ,254
BHM,BRU,638
BHM,LGW,1065
BHM,CUN,1830
BHM,GRU,198
BHM,SJO,1179
BHM,GCM,443
BHM,ZRH,561
BHM,MTY,835
BHM,NRT,502
BHM,SNN,248
BHM,GUA,365
BHM,CCS,92
BHM,SAL,685
BHM,YMX,161
BHM,SJD,228
BHM,GDL,436
BHM,MXP,191
BHM,STR,193
BHM,PLS,78
BHM,BOG,468
BHM,LIM,537
BHM,MGA,93
BHM,RTB,236
BHM,KIN,247
